Accepted Product ID,Product Type,Method(s),Activity Definition,Brand,Model Number,Driver Brand (if declared article),Driver Model Number (if declared article),Lifetime in hours (if applicable) 	,Strip light length in meters (if applicable) ,Light output (lm) (if applicable) ,Accepted LCP/NLP Value,AS/NZS4234 version,Zone 3 System Size,Zone 3 Peak Load (MJ/day) ,Zone 3 Annual Energy Savings %,Zone 3 Bs (GJ/year) ,Zone 3 Be (GJ/year),Zone 3 HPelec (GJ/year),Zone 3 HPgas (GJ/year),Zone 3 RefElec (GJ/year),Zone 5 System Size ,Zone 5 Peak Load (MJ/day) ,Zone 5 Annual Energy Savings % ,Zone 5 Bs (GJ/year) ,Zone 5 Be (GJ/year),Zone 5 HPelec (GJ/year),Zone 5 HPgas (GJ/year),Zone 5 RefElec (GJ/year),No. of hot water tank(s) ,Tank Model Number ,Tank Size (L) ,Pre-heat tank model number(s),Finishing tank model number(s) ,Pre-heat tank volume (L) ,Finishing tank volume (L) ,Total system tank volume (L) ,Collector Type,Collector Model Number,No. of collectors,No. of  heat pump(s),Heat pump unit model number(s) ,Total heat pump thermal capacity (kW) ,System booster type ,Booster model number(s) ,Total thermal capacity (kW),System Type,Refrigerant type (GWP),Refrigerant charge (kg),AS/NZS 2712 Certificate Expiry,Limitations,Effective From,Effective To,Status
ACC0018781,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-PCRSL-244,,,,,,24.32,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-10-07,,Active
ACC0018765,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-LB600-20E(M),,,,,,19.46,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-08-27,,Active
ACC0024326,LED Lamp Only - Extra Low Voltage,HEER,E1,Emerald Planet,EP-MR16-540,,,,,,4.66,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-11,,Active
ACC0024348,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-PL66-28,,,,,,28.1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-04-05,,Active
ACC0018672,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-AES9-3,,,,,,8.76,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-03-05,,Active
ACC0018688,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-620-10,EMERALD PLANET,EP-TBD-10-350,,,,9.78,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0018704,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ABC11-3,,,,,,10.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-11-09,,Active
ACC0018720,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES1220-15,EMERALD PLANET,EP-TBDS-25-350,,,,14.77,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-30,,Active
ACC0018736,LED Lamp and Driver,Commercial Lighting,,EMERALD PLANET,EP-AGP66-20,KEGU POWER ELECTRONICS,KEDH018S0350NR78A9,,,,15.64,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-11,,Active
ACC0024328,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EPU-DL-8515,Emerald Planet,EPU-DD-8706,,,,9.96,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-11,,Active
ACC0024615,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-PL123-28,,,,,,28.12,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024730,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-UNIG2-1220-25,,,,,,23.37,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-08-14,,Active
ACC0024613,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-PL123-24,Shenzen HuaTianweiye,HTTC3-028W-01-31-0650,,,,23.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024605,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-LB1220-25,,,,,,23.81,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024607,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-LB1265-30,,,,,,29.24,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024621,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-VG-123-25,LIFUD,LF-GIR030YM0650H,,,,24.4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024306,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EPX-A-9000,,,,,,9.72,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024702,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-UNIG2-1220-25,,,,,,23.37,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-29,,Active
ACC0024314,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-SBC5-D3,,,,,,4.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-04-05,2020-08-06,Cancelled
ACC0024603,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-LB1200-36,,,,,,35.89,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024619,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-UNI-620-10,Emerald Planet, EP-TBD-10-350,,,,9.78,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024611,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-LB600-8,,,,,,8.16,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024290,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-ES5-3,,,,,,4.84,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0018635,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-SESDC5-3,,,,,,5.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0024274,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-BC11-D3,,,,,,10.89,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0018603,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-BC5-D4,,,,,,4.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-02-12,2020-08-06,Cancelled
ACC0025880,LED Luminaires - Linear Lamp,"HEER, Commercial Lighting","E13, E5",Emerald Planet,EP-UNIG3-S1220-15,,,72000.0,,,14.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-15,,Active
ACC0024744,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-HP-T90-5,,,,,,4.98,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-09-14,,Active
ACC0018587,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES3-4,,,,,,2.81,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0024849,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-VG-66-17,,,,,,16.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-05-06,,Active
ACC0024298,LED Lamp Only - 240V Self Ballasted,HEER,E3,Emerald Planet,EP-LP38-19,,,,,,18.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024865,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-VGG2-123-25,,,,,,24.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-10-18,,Active
ACC0024282,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-BC8-D3,,,,,,7.63,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0018619,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES5-D3,,,,,,4.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-02-12,2020-08-06,Cancelled
ACC0018627,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-HP-BD90-5,,,,,,4.98,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-08-31,,Active
ACC0018643,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-OABC7-4,,,,,,6.66,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-01-21,,Active
ACC0018656,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-PC890-D6,,,,,,7.58,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-06-12,,Active
ACC0018595,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-GU10G2-530D,,,,,,4.49,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-04-13,,Active
ACC0024863,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-UNIG3-1220-25,,,,,,24.22,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-14,,Active
ACC0018611,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-BC5-3,,,,,,4.84,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0024742,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-HP-TD-70-8,,,,,,7.91,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-09-14,,Active
ACC0018615,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES5-4,,,,,,4.89,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018660,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES8-D4,,,,,,7.63,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018599,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-PC590-6,,,,,,4.61,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-10-16,,Active
ACC0024280,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-BC8-3,,,,,,7.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024288,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-ES3-3,,,,,,3.05,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024296,LED Lamp Only - 240V Self Ballasted,HEER,E3,Emerald Planet,EP-LP38-12,,,,,,11.63,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024304,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EPX-A-8904,,,,,,6.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024312,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-ES5-D3,,,,,,4.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-04-05,2020-08-06,Cancelled
ACC0018631,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ESDC5-3,,,,,,5.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0018647,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-OAES7-3,,,,,,6.79,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-01-21,,Active
ACC0025769,LED Luminaires - Linear Lamp,HEER,"E13, E5",Emerald Planet,EP-VGG2-S66-15,,,54000.0,,,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-19,,Active
ACC0018899,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-MFL-300,,,,,,301.3,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-10,,Active
ACC0018883,LED Luminaires - High/Low Bay,Commercial Lighting,,EMERALD PLANET,EP-HQS-130,,,,,,131.3,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-04-12,,Active
ACC0018740,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-VG-S66-17,,,,,,16.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-03-19,,Active
ACC0018866,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-VEL-70,,,,,,70.83,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-04-20,,Active
ACC0018837,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES1265-35,EMERALD PLANET,EP-TBDS-40-700,,,,34.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-19,,Active
ACC0018821,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EPQ-LGLD-2933,EMERALD PLANET,EPQ-LGD-L30-3404,,,,32.07,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-02-13,,Active
ACC0018805,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-WT30-6,,,,,,26.62,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-07-29,,Active
ACC0024470,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-UNI-1220-25,Emerald Planet,EP-TBD-25-450,,,,24.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-05-20,,Active
ACC0024502,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-HP-TD70-5,,,,,,4.92,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-11-03,,Active
ACC0018676,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-HP-TD200-10,,,,,,8.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-03-02,,Active
ACC0018692,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EPX-A-9024,,,,,,9.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,2020-08-06,Cancelled
ACC0018708,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES11-4,,,,,,10.96,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0024496,LED Lamp Only - 240V Self Ballasted,HEER,E3,Emerald Planet,EP-LBR303-12,,,,,,10.73,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-30,,Active
ACC0024504,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-VG-123-17,LIFUD,LF-GIR022YM450H,,,,16.67,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-11-09,,Active
ACC0018785,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-VG-123-25,LIFUD,LF-GIR030YM0650H,,,,24.4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0018769,LED Luminaires - Fixed Type,Commercial Lighting,,EMERALD PLANET,EP-SLBG2-1220-25,,,,,,23.67,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-03-01,,Active
ACC0018753,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES665-18,EMERALD PLANET,EP-TBDS-25-350,,,,18.24,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-30,,Active
ACC0018724,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-FL-15S,,,,,,14.82,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-06-04,,Active
ACC0018887,LED Luminaires - High/Low Bay,Commercial Lighting,,EMERALD PLANET,EP-SNR-150,,,,,,147.98,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-02-11,,Active
ACC0018797,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES1265-25,EMERALD PLANET,EP-TBDS-25-700,,,,24.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0018813,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-LB1265-30,,,,,,29.24,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-10-25,,Active
ACC0018850,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EPQ-LGLD-3138,EMERALD PLANET,EPQ-LGD-L42-3411,,,,43.98,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-03-02,,Active
ACC0018829,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-T1220-35,EMERALD PLANET,EP-TBD-40-700,,,,34.23,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-23,,Active
ACC0018845,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-LB1200-40E(M),,,,,,38.03,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-08-27,,Active
ACC0018858,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-FL-50,,,,,,50.96,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-06-04,,Active
ACC0018874,LED Luminaires - High/Low Bay,Commercial Lighting,,EMERALD PLANET,EP-HBP-95,,,,,,97.01,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-02-25,2016-05-16,Cancelled
ACC0018891,LED Luminaires - High/Low Bay,Commercial Lighting,,EMERALD PLANET,EP-HB-150,,,,,,152.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,,Active
ACC0018907,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-OCU-AL2-600,,,,,,598.74,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0024601,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-LB1200-19,,,,,,19.04,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0018793,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-VG-S123-25,,,,,,24.81,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-04-13,,Active
ACC0018809,LED Luminaires - Fixed Type,Commercial Lighting,,EMERALD PLANET,EP-LOS-30,,,,,,28.47,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-06-29,,Active
ACC0018870,LED Luminaires - High/Low Bay,Commercial Lighting,,EMERALD PLANET,EP-HQS-90,,,,,,90.83,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-04-12,,Active
ACC0018854,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TS1220-45,EMERALD PLANET,EP-TBDS-70-1050,,,,44.53,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-25,,Active
ACC0018841,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-UNIG2-TES1220-35,,,,,,35.41,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-08-10,,Active
ACC0018825,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-VG-T126-35,EMERALD PLANET,EP-VG-35-900,,,,33.55,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-04-19,,Active
ACC0018903,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-OCU-AL1-500,,,,,,481.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0018895,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-OCU-AL1-200,,,,,,200.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0024484,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-UNI-620-10,Emerald Planet, EP-TBD-10-350,,,,9.78,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-08-12,,Active
ACC0018878,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-VELG2-100,,,,,,103.64,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2022-04-04,,Active
ACC0018862,LED Luminaires - High/Low Bay,Commercial Lighting,,EMERALD PLANET,EP-SNRG2-60,,,,,,61.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-12-13,,Active
ACC0018849,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EPQ-LGLD-3114,EMERALD PLANET,EPQ-LGD-L42-3411,,,,43.98,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-03-02,,Active
ACC0018833,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-T1265-35,EMERALD PLANET,EP-TBD-40-700,,,,34.82,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0018801,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TS1265-25,EMERALD PLANET,EP-TBDS-25-700,,,,24.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0018817,LED Luminaires - Floodlight,Commercial Lighting,,EMERALD PLANET,EP-FL-30,,,,,,30.17,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-06-04,,Active
ACC0024787,LED Lamp Only - 240V Self Ballasted,HEER,E1,Emerald Planet,EP-GU10-540,,,,,,4.67,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-02-25,,Active
ACC0024845,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-VG-66-25,LIFUD,LF-GIR030YM0650H,,,,24.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-05-06,,Active
ACC0018588,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-SBC3-4,,,,,,2.81,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018604,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES5-D4,,,,,,4.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-02-12,2020-08-06,Cancelled
